HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
4.756000042,2.477999926,1.77699995,0.816999972,2.924000025,1.462000012,19.76799965
4.756000042,2.344000101,1.63499999,0.711000025,3.075999975,1.491999984,19.13400078
4.822999954,2.27699995,1.669999957,0.639999986,3.167999983,1.462000012,20.75200081
5.357999802,2.477999926,2.451999903,1.421000004,3.289999962,1.462000012,19.76799965
5.760000229,2.880000114,2.559000015,1.243999958,3.107000113,1.491999984,20.68199921
5.625999928,2.880000114,2.523000002,1.207999945,3.075999975,1.491999984,20.68199921
5.760000229,3.08100009,2.523000002,1.243999958,3.015000105,1.491999984,19.83799934
5.357999802,3.013999939,2.451999903,1.207999945,2.924000025,1.523000002,19.20499992
5.357999802,2.947000027,2.451999903,1.207999945,2.924000025,1.523000002,19.41600037
5.492000103,3.013999939,2.451999903,1.207999945,3.015000105,1.552999973,18.71199989
5.425000191,2.947000027,2.451999903,1.136999965,2.984999895,1.523000002,17.86800003
5.357999802,2.947000027,2.451999903,1.172999978,2.894000053,1.523000002,18.21999931
5.357999802,2.947000027,2.451999903,1.207999945,2.862999916,1.552999973,18.50099945
5.357999802,3.013999939,2.451999903,1.207999945,2.862999916,1.523000002,17.86800003
5.223999977,3.013999939,2.415999889,1.207999945,2.802000046,1.523000002,18.21999931
5.290999889,3.013999939,2.381000042,1.172999978,2.862999916,1.552999973,17.86800003
5.223999977,2.947000027,2.345000029,1.136999965,2.832999945,1.552999973,17.86800003
5.090000153,2.947000027,2.381000042,1.207999945,2.680000067,1.523000002,18.00900078
4.889999866,2.947000027,2.309999943,1.207999945,2.618999958,1.491999984,18.36100006
4.889999866,2.947000027,2.309999943,1.207999945,2.559000015,1.491999984,18.6420002
4.889999866,2.947000027,2.203000069,1.136999965,2.680000067,1.552999973,18.00900078
4.822999954,2.947000027,2.203000069,1.172999978,2.618999958,1.523000002,18.00900078
4.822999954,2.947000027,2.203000069,1.172999978,2.588999987,1.552999973,17.58699989
4.756000042,2.947000027,2.131999969,1.136999965,2.588999987,1.583999991,18.29000092
4.822999954,2.947000027,2.131999969,1.172999978,2.618999958,1.552999973,19.41600037
4.622000217,2.880000114,2.131999969,1.136999965,2.467000008,1.491999984,19.76799965
4.822999954,2.947000027,2.096999884,1.136999965,2.618999958,1.552999973,20.75200081
5.022999763,3.818000078,2.131999969,2.167999983,2.588999987,1.523000002,21.31500053
5.357999802,2.947000027,2.345000029,1.457000017,2.618999958,1.583999991,21.87800026
5.223999977,3.08100009,2.700999975,1.315000057,2.437000036,1.523000002,21.10400009
5.425000191,3.08100009,2.984999895,1.457000017,2.375999928,1.491999984,21.10400009
5.223999977,3.08100009,2.878000021,1.457000017,2.375999928,1.462000012,21.38500023
4.354000092,3.148000002,2.415999889,1.491999984,2.28399992,1.432000041,21.17399979
5.157000065,3.013999939,2.878000021,1.350000024,2.345000029,1.432000041,19.6970005
5.223999977,3.148000002,2.914000034,1.457000017,2.315000057,1.462000012,20.54100037
5.157000065,3.013999939,2.914000034,1.421000004,2.223999977,1.462000012,19.76799965
4.889999866,3.013999939,2.772000074,1.315000057,2.28399992,1.432000041,19.83799934
5.157000065,3.148000002,2.878000021,1.491999984,2.28399992,1.432000041,20.04899979
4.487999916,3.08100009,2.451999903,0.958999991,2.253999949,1.432000041,21.0340004
4.889999866,3.013999939,2.736000061,1.386000037,2.193000078,1.432000041,19.97900009
5.090000153,3.148000002,2.948999882,1.491999984,2.163000107,1.401000023,20.32999992
5.157000065,3.08100009,2.914000034,1.491999984,2.193000078,1.401000023,20.75200081
4.354000092,3.013999939,2.523000002,1.457000017,2.193000078,1.401000023,20.47100067
5.090000153,3.08100009,2.914000034,1.491999984,2.193000078,1.401000023,21.17399979
5.090000153,3.08100009,2.878000021,1.421000004,2.193000078,1.401000023,20.82299995
4.554999828,3.08100009,2.451999903,1.491999984,2.193000078,1.401000023,21.38500023
5.290999889,3.148000002,3.019999981,1.491999984,2.193000078,1.401000023,21.0340004
5.157000065,3.08100009,2.948999882,1.421000004,2.223999977,1.432000041,20.89299965
4.354000092,3.013999939,2.559000015,1.457000017,2.223999977,1.401000023,20.75200081
5.425000191,3.282000065,3.092000008,1.70599997,2.437000036,1.462000012,22.22999954
5.760000229,3.415999889,3.092000008,1.669999957,2.710999966,1.583999991,21.17399979
5.425000191,3.282000065,2.842999935,1.63499999,2.740999937,1.523000002,20.40099907
6.162000179,3.348999977,3.197999954,1.56400001,2.954999924,1.491999984,20.26000023
5.492000103,3.282000065,2.523000002,1.491999984,2.984999895,1.462000012,20.26000023
5.492000103,3.013999939,2.309999943,1.243999958,3.107000113,1.523000002,19.13400078
5.559000015,3.013999939,2.309999943,1.315000057,3.229000092,1.552999973,20.32999992
5.69299984,3.013999939,2.451999903,1.491999984,3.075999975,1.491999984,20.89299965
5.625999928,3.214999914,2.486999989,1.491999984,3.075999975,1.523000002,21.10400009
5.760000229,3.214999914,2.486999989,1.421000004,3.137000084,1.613999963,19.27499962
5.559000015,3.282000065,2.486999989,1.491999984,3.107000113,1.552999973,19.06399918
5.559000015,3.214999914,2.594000101,1.63499999,2.924000025,1.523000002,20.26000023
5.559000015,3.282000065,2.594000101,1.669999957,2.924000025,1.523000002,20.61199951
5.492000103,3.348999977,2.700999975,1.63499999,2.832999945,1.491999984,18.85300064
5.559000015,3.348999977,2.700999975,1.598999977,2.772000074,1.523000002,19.6970005
5.223999977,3.282000065,2.523000002,1.56400001,2.680000067,1.462000012,18.21999931
5.223999977,3.214999914,2.559000015,1.56400001,2.680000067,1.462000012,18.36100006
5.157000065,3.282000065,2.486999989,1.598999977,2.680000067,1.432000041,19.27499962
5.223999977,3.348999977,2.486999989,1.598999977,2.802000046,1.491999984,21.31500053
7.903999805,4.68900013,4.725999832,2.451999903,2.894000053,1.523000002,21.52599907
9.913000107,4.956999779,6.644999981,3.305000067,3.046000004,1.552999973,20.96299934
11.25300026,5.827000141,7.604000092,3.588999987,3.289999962,1.735999942,19.06399918
12.05599976,5.357999802,8.421999931,2.878000021,3.746000051,1.70599997,18.21999931
11.98900032,5.357999802,8.173000336,2.345000029,3.868000031,1.76699996,19.27499962
11.78800011,5.425000191,8.173000336,2.523000002,3.686000109,1.674999952,19.41600037
11.72099972,5.559000015,7.81799984,2.486999989,3.532999992,1.735999942,19.97900009
11.31999969,5.425000191,7.568999767,2.948999882,3.229000092,1.70599997,21.17399979
10.51599979,5.357999802,7.427000046,2.415999889,3.229000092,1.735999942,21.0340004
9.645000458,4.956999779,6.751999855,2.131999969,3.107000113,1.827999949,20.82299995
10.64999962,4.554999828,7,2.594000101,2.894000053,1.76699996,20.47100067
11.11900043,5.69299984,8.279999733,3.447000027,3.075999975,1.797000051,20.96299934
10.58300018,5.559000015,7.676000118,3.197999954,3.046000004,1.827999949,21.52599907
10.38199997,5.760000229,7.461999893,2.559000015,2.984999895,1.76699996,20.19000053
10.31499958,4.756000042,6.644999981,2.309999943,2.984999895,1.797000051,18.36100006
8.572999954,3.951999903,5.756999969,1.953999996,2.832999945,1.76699996,18.6420002
8.907999992,4.889999866,6.218999863,2.664999962,2.832999945,1.949000001,20.47100067
8.774000168,4.68900013,6.111999989,2.025000095,2.894000053,1.91900003,21.31500053
9.243000031,4.554999828,6.610000134,1.84800005,2.740999937,1.85800004,21.66699982
9.779000282,4.421000004,6.928999901,2.523000002,2.832999945,1.735999942,20.54100037
10.44900036,5.223999977,6.894000053,2.381000042,2.650000095,1.735999942,21.80800056
10.44900036,5.157000065,6.965000153,2.451999903,2.772000074,1.735999942,22.0189991
9.913000107,4.554999828,6.928999901,2.594000101,2.894000053,1.85800004,21.52599907
9.979999542,5.022999763,6.928999901,2.559000015,2.984999895,1.827999949,20.47100067
9.711999893,5.090000153,6.965000153,2.736000061,2.862999916,1.76699996,20.11899948
9.845999718,4.822999954,7.035999775,2.664999962,2.894000053,1.76699996,20.68199921
9.51099968,4.822999954,6.681000233,2.203000069,2.894000053,1.70599997,22.22999954
10.18099976,4.287000179,6.928999901,2.842999935,3.319999933,1.735999942,23.70700073
10.58300018,4.822999954,7.427000046,2.630000114,3.107000113,1.735999942,24.97299957
9.913000107,4.822999954,6.894000053,2.415999889,3.229000092,1.735999942,25.4659996
10.91800022,4.822999954,7.532999992,2.523000002,3.381000042,1.797000051,25.81699944
11.25300026,4.822999954,7.782000065,2.523000002,3.503000021,1.70599997,26.02799988
10.7840004,4.756000042,7.249000072,2.309999943,3.471999884,1.797000051,26.02799988
10.64999962,4.68900013,6.928999901,2.451999903,3.381000042,1.797000051,25.88800049
10.38199997,4.487999916,7.143000126,2.239000082,3.167999983,1.797000051,26.30999947
9.779000282,4.487999916,6.857999802,2.167999983,3.075999975,1.735999942,27.64599991
9.979999542,4.354000092,6.822999954,2.203000069,3.107000113,1.735999942,27.29500008
10.11400032,4.354000092,6.644999981,1.812000036,3.107000113,1.735999942,27.85700035
10.11400032,4.287000179,6.894000053,2.096999884,3.197999954,1.70599997,27.71699905
10.71700001,4.487999916,7.249000072,2.203000069,3.411000013,1.735999942,27.64599991
10.04699993,4.354000092,6.610000134,1.953999996,3.349999905,1.735999942,27.71699905
9.979999542,4.152999878,6.573999882,1.953999996,3.411000013,1.76699996,27.29500008
9.779000282,4.019000053,6.395999908,1.883000016,3.411000013,1.91900003,26.73200035
9.51099968,4.21999979,6.183000088,1.91900003,3.289999962,1.85800004,24.05900002
9.376999855,4.085999966,6.040999889,1.883000016,3.381000042,1.827999949,22.93300056
9.31000042,4.21999979,6.005000114,2.131999969,3.229000092,1.85800004,22.22999954
9.041999817,3.818000078,6.289999962,1.421000004,3.137000084,1.85800004,22.0890007
9.041999817,4.68900013,6.361000061,2.381000042,3.015000105,1.797000051,21.73699951
9.578000069,4.622000217,6.183000088,1.741000056,2.894000053,1.827999949,21.17399979
9.444000244,4.622000217,6.965000153,2.167999983,2.954999924,1.85800004,21.94799995
10.71700001,4.889999866,7.106999874,1.99000001,2.772000074,1.797000051,23.63699913
10.31499958,5.022999763,6.928999901,2.239000082,2.832999945,1.76699996,25.25499916
9.645000458,4.822999954,7.106999874,1.953999996,3.075999975,1.797000051,26.66200066
9.444000244,4.287000179,6.822999954,2.559000015,2.588999987,1.735999942,27.29500008
10.38199997,4.956999779,7.604000092,2.594000101,2.528000116,1.735999942,28.13899994
10.91800022,5.090000153,7.710999966,2.203000069,2.588999987,1.735999942,28.35000038
11.05200005,5.492000103,8.38599968,2.842999935,2.680000067,1.76699996,29.0529995
10.38199997,5.425000191,7.604000092,2.309999943,2.954999924,1.674999952,29.33499908
9.979999542,5.290999889,7.888999939,2.948999882,2.862999916,2.071000099,28.77199936
10.71700001,5.022999763,7.710999966,2.309999943,2.650000095,1.735999942,27.50600052
10.7840004,5.157000065,7.994999886,2.878000021,2.588999987,1.85800004,26.16900063
9.779000282,5.223999977,6.71600008,2.842999935,2.650000095,1.674999952,26.02799988
10.91800022,5.425000191,7.639999866,2.664999962,2.588999987,1.70599997,25.95800018
10.64999962,5.090000153,8.102000237,2.736000061,2.650000095,1.735999942,26.09900093
9.979999542,4.756000042,7.390999794,2.914000034,2.588999987,1.76699996,25.95800018
10.38199997,4.68900013,7.320000172,2.203000069,2.984999895,1.85800004,24.34000015
10.64999962,5.223999977,7.676000118,2.878000021,2.802000046,1.797000051,22.72200012
9.444000244,4.421000004,6.610000134,2.772000074,2.588999987,1.70599997,22.93300056
9.645000458,5.157000065,6.538000107,2.700999975,2.588999987,1.70599997,24.83200073
9.779000282,4.152999878,6.822999954,1.99000001,2.528000116,1.674999952,26.45000076
10.31499958,5.090000153,7.604000092,2.772000074,2.528000116,1.70599997,27.01300049
9.376999855,4.554999828,6.965000153,2.415999889,2.528000116,1.674999952,27.36499977
9.578000069,4.354000092,6.502999783,2.239000082,2.528000116,1.980000019,26.45000076
10.71700001,4.756000042,7.355999947,2.806999922,2.650000095,1.797000051,25.95800018
9.109000206,4.756000042,6.644999981,2.203000069,2.862999916,1.827999949,25.18400002
8.305999756,4.68900013,5.507999897,2.415999889,2.772000074,1.827999949,24.62100029
9.913000107,5.022999763,7.532999992,2.806999922,2.894000053,1.949000001,24.12899971
10.31499958,4.68900013,7.390999794,2.451999903,2.924000025,1.85800004,24.05900002
11.5880003,4.68900013,8.102000237,2.523000002,3.046000004,1.827999949,24.40999985
10.71700001,4.554999828,7.249000072,1.812000036,3.259000063,1.888000011,24.5510006
11.92199993,5.357999802,7.853000164,2.203000069,3.503000021,1.888000011,25.32500076
12.59200001,5.223999977,8.670999527,2.203000069,3.71600008,1.949000001,25.32500076
12.25699997,5.157000065,8.493000031,2.559000015,3.77699995,1.91900003,25.39500046
11.31999969,5.425000191,7.390999794,1.883000016,3.838000059,1.980000019,25.39500046
11.92199993,4.019000053,8.527999878,2.451999903,3.77699995,2.040999889,24.40999985
11.11900043,4.622000217,7.888999939,2.842999935,3.625,1.91900003,23.63699913
12.45800018,5.492000103,8.741999626,2.948999882,3.532999992,1.91900003,22.72200012
12.59200001,6.027999878,8.777000427,2.772000074,3.594000101,1.91900003,24.62100029
11.05200005,4.622000217,7.320000172,2.664999962,3.625,1.91900003,26.45000076
10.64999962,4.421000004,7.035999775,2.025000095,3.594000101,1.91900003,26.37999916
10.44900036,4.622000217,7.320000172,2.061000109,3.471999884,1.949000001,26.30999947
10.71700001,4.889999866,7.320000172,2.203000069,3.441999912,1.91900003,27.99799919
10.31499958,4.68900013,6.857999802,2.167999983,3.411000013,1.949000001,28.91300011
10.04699993,4.21999979,6.43200016,1.669999957,3.686000109,1.949000001,27.36499977
10.04699993,5.157000065,7.106999874,2.451999903,3.229000092,1.980000019,26.02799988
11.18599987,5.290999889,7.532999992,2.878000021,3.381000042,1.888000011,25.25499916
11.45400047,5.223999977,7.427000046,2.273999929,3.259000063,1.85800004,27.15399933
11.72099972,5.090000153,7.888999939,2.559000015,3.563999891,1.85800004,28.06800079
11.92199993,5.492000103,8.31499958,2.878000021,4.142000198,1.949000001,29.47500038
12.25699997,4.756000042,8.244000435,2.486999989,4.051000118,1.827999949,30.81200027
12.12300014,5.69299984,8.065999985,2.486999989,4.234000206,1.949000001,30.17900085
12.12300014,5.357999802,8.065999985,2.486999989,4.081999779,1.91900003,29.47500038
11.25300026,5.022999763,7.320000172,2.203000069,3.77699995,1.76699996,27.85700035
10.98499966,4.554999828,6.965000153,2.167999983,3.349999905,1.827999949,25.95800018
10.24800014,5.022999763,6.395999908,2.096999884,3.319999933,1.797000051,25.6060009
9.979999542,5.022999763,6.857999802,2.559000015,3.289999962,1.85800004,26.80200005
9.444000244,4.956999779,6.538000107,2.523000002,3.229000092,1.888000011,27.15399933
10.04699993,4.822999954,6.218999863,1.883000016,3.167999983,1.888000011,28.77199936
9.444000244,4.421000004,6.395999908,2.203000069,3.167999983,1.888000011,29.40500069
9.243000031,4.956999779,6.289999962,2.630000114,3.137000084,1.888000011,29.96800041
10.24800014,5.157000065,6.610000134,2.381000042,3.046000004,2.101999998,30.03800011
10.04699993,4.756000042,6.857999802,2.559000015,3.107000113,1.797000051,29.96800041
10.11400032,5.090000153,6.395999908,2.273999929,2.984999895,1.888000011,29.96800041
10.18099976,5.425000191,7.177999973,3.019999981,3.075999975,1.888000011,30.38999939
10.24800014,5.022999763,6.538000107,2.664999962,3.107000113,1.888000011,30.81200027
10.04699993,5.090000153,6.573999882,2.736000061,3.046000004,1.797000051,31.375
9.578000069,4.421000004,6.502999783,2.630000114,2.924000025,2.040999889,31.375
9.645000458,5.425000191,7.106999874,2.664999962,3.015000105,1.827999949,31.16399956
10.44900036,5.157000065,6.857999802,2.239000082,2.984999895,1.888000011,30.31999969
9.913000107,4.68900013,6.857999802,2.309999943,3.075999975,1.797000051,29.47500038
9.779000282,5.090000153,6.644999981,2.736000061,2.954999924,1.797000051,29.47500038
9.779000282,4.889999866,6.502999783,2.984999895,3.075999975,2.00999999,29.75699997
9.845999718,4.889999866,6.644999981,3.019999981,3.289999962,1.91900003,30.03800011
10.18099976,5.090000153,6.751999855,2.772000074,3.746000051,1.91900003,30.03800011
10.71700001,4.956999779,7.106999874,2.523000002,3.868000031,1.91900003,31.16399956
11.11900043,5.157000065,7.320000172,2.914000034,3.806999922,1.980000019,32.28900146
11.72099972,5.157000065,7.747000217,3.305000067,3.898999929,1.888000011,32.07799911
11.92199993,5.290999889,7.923999786,2.736000061,4.203000069,1.980000019,31.58600044
11.52099991,5.090000153,7.853000164,2.700999975,3.806999922,1.949000001,32.99300003
11.05200005,4.956999779,7.390999794,2.523000002,3.686000109,1.980000019,31.93799973
10.91800022,4.889999866,7.320000172,2.630000114,3.503000021,1.797000051,32.5
10.7840004,4.889999866,7.214000225,2.700999975,3.441999912,1.827999949,32.36000061
10.91800022,4.889999866,7.284999847,2.486999989,3.594000101,1.85800004,31.44499969
10.7840004,4.889999866,7.214000225,2.486999989,3.594000101,1.888000011,28.56100082
10.71700001,4.889999866,7.143000126,2.878000021,3.654999971,1.888000011,24.90299988
10.91800022,4.756000042,7.106999874,2.345000029,3.838000059,1.85800004,23.84799957
10.91800022,4.822999954,7.106999874,2.381000042,3.806999922,1.91900003,23.70700073
11.18599987,4.889999866,7.177999973,2.345000029,3.960000038,1.91900003,21.52599907
10.85099983,4.822999954,6.928999901,2.381000042,3.898999929,1.949000001,21.94799995
10.7840004,4.756000042,6.857999802,2.239000082,3.928999901,2.00999999,20.32999992
10.64999962,4.756000042,6.751999855,2.309999943,3.838000059,1.980000019,20.61199951
10.44900036,4.889999866,6.610000134,2.309999943,3.806999922,2.040999889,22.22999954
10.64999962,5.357999802,6.573999882,2.630000114,3.503000021,2.040999889,21.38500023
10.44900036,5.69299984,6.681000233,2.559000015,3.503000021,1.949000001,20.40099907
9.645000458,4.956999779,6.324999809,2.559000015,3.289999962,1.888000011,19.97900009
9.578000069,5.760000229,6.787000179,3.127000093,3.259000063,1.888000011,19.41600037
10.18099976,5.760000229,6.502999783,2.486999989,3.259000063,1.888000011,18.43099976
10.31499958,5.69299984,6.751999855,3.447000027,3.411000013,1.980000019,18.21999931
10.18099976,5.760000229,6.71600008,3.127000093,3.381000042,1.980000019,18.43099976
9.31000042,5.760000229,6.610000134,3.055999994,3.167999983,1.888000011,18.5720005
9.979999542,5.022999763,6.467000008,3.092000008,3.229000092,1.949000001,18.00900078
9.913000107,5.425000191,6.324999809,2.878000021,3.137000084,1.85800004,18.71199989
9.913000107,5.69299984,6.218999863,3.019999981,3.046000004,1.85800004,19.34499931
9.913000107,5.894000053,6.254000187,2.630000114,3.015000105,1.85800004,21.66699982
9.779000282,5.492000103,6.751999855,2.984999895,3.015000105,1.888000011,24.4810009
9.376999855,5.425000191,5.934000015,2.486999989,2.862999916,1.827999949,25.88800049
9.376999855,5.492000103,6.289999962,2.842999935,2.924000025,1.827999949,25.95800018
8.975000381,4.956999779,6.289999962,2.664999962,2.862999916,1.827999949,25.5359993
9.578000069,5.425000191,6.681000233,3.482000113,2.924000025,1.797000051,27.71699905
9.31000042,5.425000191,5.828000069,2.842999935,2.894000053,1.827999949,29.12400055
8.640000343,4.68900013,5.828000069,2.486999989,2.862999916,1.797000051,28.70199966
8.640000343,4.822999954,6.147999763,2.594000101,2.924000025,1.827999949,27.85700035
9.243000031,5.625999928,6.644999981,3.163000107,2.862999916,1.827999949,28.06800079
9.243000031,4.756000042,5.756999969,2.415999889,2.832999945,2.131999969,28.91300011
9.175999641,5.425000191,5.721000195,2.664999962,2.862999916,1.85800004,28.9829998
9.175999641,5.492000103,5.578999996,2.381000042,2.862999916,1.85800004,27.9279995
8.505999565,4.68900013,5.650000095,2.415999889,2.862999916,1.85800004,28.06800079
8.371999741,5.492000103,5.721000195,2.451999903,2.894000053,1.827999949,27.64599991
9.109000206,5.357999802,5.756999969,3.019999981,2.772000074,1.827999949,24.97299957
9.109000206,4.822999954,5.650000095,2.523000002,2.772000074,1.797000051,24.62100029
9.31000042,5.492000103,6.43200016,2.842999935,2.862999916,1.85800004,24.83200073
9.376999855,4.956999779,5.721000195,3.055999994,3.015000105,1.888000011,24.69199944
9.578000069,5.625999928,5.899000168,2.451999903,3.075999975,1.888000011,24.34000015
9.845999718,5.559000015,5.96999979,2.948999882,3.107000113,1.888000011,23.84799957
10.18099976,4.956999779,6.395999908,2.594000101,3.229000092,1.888000011,23.4260006
10.11400032,4.956999779,6.681000233,2.415999889,3.441999912,1.888000011,21.87800026
11.11900043,5.022999763,7,2.700999975,3.686000109,2.00999999,23.4260006
11.5880003,5.425000191,7.390999794,2.806999922,3.806999922,1.980000019,23.0739994
10.7840004,5.157000065,7.214000225,2.523000002,3.71600008,1.888000011,21.80800056
10.98499966,5.960999966,7.498000145,3.092000008,3.746000051,1.888000011,23.0739994
10.91800022,4.956999779,7.071000099,2.806999922,3.898999929,2.040999889,21.94799995
11.78800011,6.09499979,7.214000225,2.984999895,3.898999929,2.040999889,22.51099968
11.65499973,5.625999928,7.320000172,3.411000013,3.806999922,2.101999998,21.38500023
10.85099983,6.362999916,7.249000072,3.019999981,3.806999922,2.071000099,21.52599907
11.5880003,5.69299984,7.214000225,2.878000021,3.77699995,2.071000099,21.17399979
10.58300018,5.960999966,7.143000126,2.914000034,3.654999971,2.071000099,21.66699982
10.64999962,5.559000015,7.106999874,2.806999922,3.686000109,1.980000019,22.51099968
11.31999969,6.09499979,7.320000172,2.948999882,3.532999992,1.980000019,23.56599998
10.51599979,6.162000179,7.106999874,3.197999954,3.77699995,2.163000107,24.4810009
11.5880003,6.296000004,7.568999767,3.055999994,3.471999884,2.00999999,25.39500046
11.72099972,6.296000004,7.994999886,3.588999987,3.594000101,2.131999969,23.84799957
11.18599987,5.625999928,7.498000145,2.948999882,3.532999992,2.223999977,25.32500076
11.38700008,5.492000103,7.639999866,2.948999882,3.686000109,2.071000099,24.5510006
11.92199993,6.229000092,7.710999966,3.055999994,3.746000051,1.949000001,25.18400002
13.12800026,5.559000015,8.56400013,3.019999981,4.111999989,2.071000099,27.64599991
13.32900047,6.09499979,8.527999878,2.984999895,4.295000076,1.980000019,29.0529995
13.19499969,6.362999916,8.954999924,3.482000113,4.386000156,1.980000019,28.35000038
